id,driver_id,load_id,bid_id,driver_rating,completion_rate,acceptance_rate,total_jobs,load_weight,distance_km,pickup_lat,pickup_lng,drop_lat,drop_lng,urgency,driver_to_pickup_distance,past_route_success,bid_price,price_deviation,response_time,load_type,driver_score,price_per_km,outcome,label,created_at
4db225ac-e9ce-4ae6-90ef-a867552044fd,acc0a19a-1208-43e9-8e03-eb1c24f70992,502f7578-1f68-4c58-8e32-02b77c39980f,6f8890b9-145c-4883-b289-250177fe81a1,4.47,0.62,0.53,146,12.78,2597.03,46.261364,-70.314339,52.589231,-105.287059,2,180.0,0.46,4659.58,-0.27,164.8,flatbed,0.332,1.7935,cancelled,0,2026-03-10T09:04:56
121a9198-9977-4384-a4dc-4b87aa472a30,f0e4e7fa-98a2-474b-ab66-4337bc691915,0abfab00-8d3d-4407-8cf2-be028925905e,46d6512e-0e89-48cc-9642-fa95c62bdd5d,4.48,0.6,0.59,127,18.08,3703.63,49.577787,-122.481139,46.610894,-71.844029,1,137.39,0.72,10240.55,0.15,75.17,dry_van,0.3539,2.7643,accepted,1,2025-12-12T09:04:56
403cf3b0-f340-4a7a-9b6f-067b9ed863cb,d529d507-060b-4a19-9539-cfca556a0e48,c1ae8d7f-4002-4660-90c8-adf3504d0ad3,ccaf48d2-a794-411a-bb37-e1ed07afa24d,3.85,0.47,0.44,75,5.64,3729.34,51.309498,-113.785632,44.362525,-63.86882,3,180.0,0.46,10730.41,0.24,162.07,dry_van,0.2058,2.8765,rejected,0,2026-01-23T09:04:56
50540aa7-fb1c-4943-96c6-2170c2e8ab15,5fd4c196-a54e-4ac5-ab59-a27f1c2a2b64,b36a244e-b727-43f3-9b6d-3fadecd504c8,3deb4ff2-ea5b-4bc8-9663-b9f005ab2c13,4.24,0.54,0.54,63,7.3,865.01,45.805678,-74.642932,44.758799,-63.67829,3,52.14,0.64,1645.42,-0.15,294.43,dry_van,0.2903,1.9,accepted,1,2025-12-22T09:04:56
308ba37a-2d76-4ef5-99cf-f532db544b5e,681e1115-f6a9-4379-9308-eb1a468567e1,22fa554c-073a-41e9-b3f0-da038a30b873,d9b48759-37d4-4ef7-9c2d-b8e9fe17b339,4.99,0.69,0.62,43,19.13,67.19,50.920737,-114.340138,51.420717,-113.79888,2,1.0,0.85,201.95,-0.15,257.87,flatbed,0.428,2.9616,accepted,1,2025-09-09T09:04:56
01982e34-5d6a-4695-8b40-fc107df04dea,0c1c6743-d732-436c-be0d-abf7676e52ab,716f969a-14fd-43a0-93b8-d04448230070,bd0af276-406c-46d3-ad35-f37373c7a338,4.28,0.56,0.53,141,10.23,337.12,53.182032,-112.423943,50.40732,-114.400617,3,14.96,0.61,1137.8,0.13,233.53,flatbed,0.2952,3.3651,completed,1,2025-12-15T09:04:56
3dd21d64-1d82-4ff3-a067-063164b02ad2,4716a63f-0fe2-49b3-a4c9-adfec106a6b3,5dc90e6b-d9b2-40bf-8b7c-18332709a1c2,f8122653-c186-4feb-bd18-7317e703ce18,3.77,0.53,0.41,99,11.3,33.21,52.026477,-106.804355,52.285204,-107.047485,3,6.45,0.33,200.0,-0.19,364.88,flatbed,0.2174,5.8462,completed,1,2025-06-01T09:04:56
6ed5ebfc-09f4-45fc-81dd-c8dfa096b9e3,912d453a-400d-4ad0-8820-0086f0619c18,05aedef3-f319-44f2-bece-4cc1e4d655ae,eea70c60-9a6c-49dd-ac07-741b81fefc46,3.8,0.58,0.35,138,10.96,1675.82,45.675435,-75.62203,50.324878,-97.144813,2,47.17,0.16,4323.81,0.03,252.18,dry_van,0.2025,2.5786,completed,1,2025-04-14T09:04:56
5de046ce-a854-4171-998f-347546bb4398,489a3acf-e489-490d-aaf5-b56defae10f0,7e00ca55-1967-4a09-90e3-c07a4082ad84,aa07ea45-54ce-41c9-a3f0-8b242e78630f,4.48,0.53,0.6,127,12.16,3006.14,45.581732,-73.733181,53.5745,-114.229991,1,169.52,0.6,7341.41,0.1,75.1,dry_van,0.3188,2.4413,accepted,1,2025-08-22T09:04:56
d3481224-2ca8-4aa5-b666-204efaa91d91,b867f31e-a3e9-405a-ad9f-8234616ecaee,cb0f439c-ec2d-4d36-80b8-c40722772fd3,6e092949-cfca-4fe2-b69f-379c396d0853,4.75,0.64,0.58,143,13.21,3499.17,48.878419,-123.351647,45.141866,-76.786439,2,77.64,0.66,8936.47,0.08,155.47,dry_van,0.3697,2.5532,rejected,0,2025-11-13T09:04:56
668a3d2d-6b04-4628-b6ba-6780b53b4694,732735ad-2542-4832-a28b-68485940c192,f7a8cf3a-d92a-4d89-aeed-74e6517cd623,3608dfb8-ef8b-48b5-ac1a-eb230b4ecc6d,2.86,0.45,0.35,93,10.29,3312.31,44.508751,-63.196248,51.951707,-107.261803,2,124.29,0.18,8085.63,-0.06,158.89,reefer,0.1575,2.4403,rejected,0,2025-09-28T09:04:56
59da0f4c-2329-40a3-af6b-cbbac1d5c114,e6c8ddc2-3826-440e-b6e0-f9908a706b90,8d377063-a25c-4025-92f3-16d6569fdff7,b46d95c0-5f97-4ffb-bffc-7f184075e6ba,3.63,0.5,0.48,61,5.11,544.91,43.212891,-78.980819,45.827644,-73.16475,2,8.28,0.25,1489.54,-0.08,292.6,flatbed,0.2412,2.7285,accepted,1,2025-05-09T09:04:56
6d6138b8-929c-4e67-a415-65987153fdd7,152c442b-a1db-4465-841a-c777f0744b67,72580651-60e5-47d5-a83e-03ed816b44d4,b0d47ddd-0116-4ded-9216-b71dfa6cde92,3.86,0.53,0.44,92,19.72,3569.24,44.833214,-64.398008,53.881904,-112.786838,1,180.0,0.35,15532.83,0.35,211.74,reefer,0.234,4.3506,rejected,0,2025-08-31T09:04:56
19ecbb1d-6374-41bf-b656-3c850a6f5ace,94e71434-1371-447d-b4e1-cddc172252eb,5d630905-6e73-42ab-ac6c-cdb5ea3440ab,85947fa8-7355-4aac-941f-ad5547110a80,4.09,0.49,0.41,14,14.65,397.42,45.674489,-75.63571,47.166405,-70.923103,2,18.89,0.66,800.68,-0.15,162.2,dry_van,0.204,2.0096,accepted,1,2025-10-15T09:04:56
89dfcc82-9d9a-45b0-8f15-c6739be1d3b9,9947826d-ff01-40b9-8ac9-823b5dbf7897,8e9049c6-3764-484c-9976-71c6ee0a9cd4,f42ff570-cb92-45f2-99ea-ea6cc26a43fb,4.23,0.55,0.45,92,15.42,1147.16,49.907003,-96.793844,53.686726,-112.361569,1,22.57,0.56,3461.83,0.17,138.13,reefer,0.2475,3.0151,rejected,0,2026-04-04T09:04:56
babaffad-9da1-41db-98bd-37284edddf37,3b97c0ac-ca51-49ff-8db3-ad9b32e1feec,f23ede18-7beb-473d-bece-92743b91903f,5b8c92e3-f2f8-4ec5-b39e-fcb108e28d16,4.39,0.45,0.6,100,25.69,2384.52,51.71913,-106.80902,45.781795,-75.259014,2,129.74,0.43,6449.51,-0.01,342.41,dry_van,0.2679,2.7036,completed,1,2025-12-28T09:04:56
a88e1d5b-a6d9-4a66-aa4c-ef803ea467e5,9eae7e7b-c480-42df-bc9a-e3ff4a60064f,ddf20c92-ea45-4fc3-b870-b8d1911f6782,249069ff-f05e-4375-bc88-93fcc3f55d92,3.59,0.49,0.38,79,5.75,3042.61,45.394736,-73.446495,50.935988,-114.182304,2,177.69,0.21,6054.78,-0.06,164.93,dry_van,0.1875,1.9893,rejected,0,2025-12-26T09:04:56
89b08333-563a-4b4a-8cb8-91f1944b64da,d77eaf11-64c3-4303-aa6f-3e30799871e0,64ea3efe-a2fb-4468-a0c5-e1c55a236557,5c1784ec-fa30-4a5b-a82f-6ca4290ad6cd,4.38,0.56,0.52,84,3.34,2672.81,43.884008,-79.825372,53.653671,-113.630064,2,140.69,0.52,6733.53,0.05,201.99,dry_van,0.2925,2.5183,accepted,1,2025-04-18T09:04:56
6c2d3849-f494-403c-8164-7a8a45e9635a,d6626b35-ce90-4e97-9dc3-ea29ffa6446c,1f35c264-07ad-45ca-845e-d43e6e06b63c,a2b7170c-20f7-452e-bdb2-421bc8e4d89c,4.51,0.53,0.66,69,28.0,2646.66,43.237982,-79.699913,51.163862,-113.111847,3,179.78,0.32,7777.49,-0.05,153.77,dry_van,0.3456,2.9375,completed,1,2025-09-29T09:04:56
728f1a6a-4cc5-4076-97e2-0199c618ccfa,2a563ba4-57ad-4c1f-b709-551fbd4d691d,ef432479-f8b9-4c7b-bfd3-8a503247424e,863053a2-ac19-4548-a3a3-bc97f6fb52e1,3.83,0.47,0.35,44,11.37,3739.13,49.587461,-122.598853,46.859642,-71.285839,1,159.77,0.42,9755.58,0.21,82.03,dry_van,0.1633,2.6084,rejected,0,2025-11-24T09:04:56
eb85cafc-babb-4ade-90fb-0ea7da6677f4,b19306e4-73b7-4df3-a07d-5efb91639da9,f1362d47-697d-4ec1-b930-bf98408226c1,b12775af-c65c-4ade-9766-09f85e25354d,3.78,0.51,0.41,110,30.0,1487.25,43.298132,-79.792708,49.75007,-96.893593,2,97.38,0.31,3335.15,-0.14,108.19,flatbed,0.2072,2.241,rejected,0,2025-12-23T09:04:56
d261c6b4-3c82-42a1-84b4-28a55a835f85,f9cb321e-4a81-49fa-a8cf-5e520b8752de,a390ba25-308d-4c1a-86f8-ec19675bf719,0c9c925c-a31d-4946-b71f-a50817525144,3.63,0.45,0.47,35,1.0,1956.64,49.790448,-97.418442,47.756365,-70.753062,2,42.28,0.29,5095.23,0.29,112.73,dry_van,0.2121,2.6027,rejected,0,2025-06-22T09:04:56
e666dbe6-e0e6-4e14-9428-15789bd253c5,22afcbc3-e3b5-49a1-ad09-5341245ae6e3,e9ff042e-0829-467e-97bf-241b2cb8c93c,30b0fa52-fcfd-4cbb-9ed2-a6fca7acfa79,3.91,0.48,0.52,45,17.41,3209.15,51.490759,-106.346935,45.143766,-63.329133,1,157.19,0.54,9509.36,0.06,138.3,flatbed,0.246,2.9623,accepted,1,2025-08-30T09:04:56
f23ea76d-a336-4dc1-b619-5350772316c0,5ce6d68a-fdc7-409f-98c0-63311fd09839,06ed4eba-5e54-4a2b-bac9-d0d9ee5c2488,08ecda5c-5b1c-4e21-9fd1-25d120034b1d,4.14,0.55,0.47,231,27.0,75.55,45.934052,-73.662964,45.991186,-72.689033,2,1.0,0.5,269.0,-0.13,296.52,reefer,0.2605,3.514,rejected,0,2025-07-04T09:04:56
7d36b9ce-9127-4884-8d78-7ea20a0fbd59,90ec57e9-9dad-438e-a238-65594f7dd9c9,37ccc048-0e7f-405b-a863-ce0679063a73,cf32c1f5-57a1-4f40-988f-cff75bebe39c,3.72,0.54,0.56,73,9.94,3855.98,46.390161,-71.512683,49.740751,-124.260461,2,142.94,0.43,9498.34,0.01,100.7,dry_van,0.3014,2.4626,rejected,0,2025-05-30T09:04:56
99551a02-d280-4517-a248-6a45de1aaa44,7c1dc11c-8107-4a93-bd8c-b9670759c17e,bd9946b9-643a-4af6-b8af-9e9b416ce8e1,80c0facb-00bc-48d7-b3ab-1ef145ba5249,3.89,0.56,0.4,38,27.0,699.46,47.212416,-71.841045,43.528969,-79.10694,1,43.03,0.47,2473.96,0.23,139.17,reefer,0.2261,3.5319,rejected,0,2026-04-01T09:04:56
10b0b46c-1bfa-4e2f-8c33-a66baa6e385e,faeefbad-b955-4fd4-9ad3-cf9e6d6990c9,6bb124ee-f08f-40a8-be66-76887fbbccc0,1afa8c44-9d5e-4f27-b7fb-90fe9e8cc3ae,4.29,0.46,0.68,88,4.56,2276.45,45.741348,-76.854812,52.847962,-106.584571,2,79.45,0.51,6238.72,0.11,193.28,dry_van,0.3138,2.7393,cancelled,0,2025-11-18T09:04:56
5edadbd1-7e9f-42c0-a15b-bc02f422ff26,965e5059-579e-4596-93e7-494762400ca0,4e2e4219-08ad-4235-8fe1-1edcd50edce8,36da2973-0365-4a5e-bcae-d5002eba34f5,3.71,0.6,0.35,123,30.0,978.17,44.670731,-62.614685,45.328615,-75.032898,2,79.15,0.39,2365.55,-0.28,180.39,flatbed,0.2087,2.4159,rejected,0,2025-12-29T09:04:56
dd7d7b68-5143-43ed-a48d-5d49c8f1d072,c1759b83-0f14-46fb-abde-76a897a14dd6,dd75bf53-7615-4528-9fcb-ddb7f6f26d76,3879a25b-053c-4b46-a6e5-8387fa19b83f,3.6,0.46,0.36,119,13.19,2353.05,52.140441,-107.368709,45.267873,-76.743338,2,83.44,0.21,7416.58,0.03,179.66,reefer,0.1669,3.1506,rejected,0,2026-01-06T09:04:56
be651aca-8f05-4b71-a87a-08c46e1f1c95,bf2027b8-710d-4e50-830d-952d886ba7f3,863e0d3f-0fec-4a50-87e0-181d9ea8efad,7bd2237a-9bc5-4343-b5a0-9a467a3dffaa,3.66,0.45,0.56,140,29.31,1160.75,50.062344,-97.208568,53.680114,-113.114859,1,36.73,0.38,2894.92,-0.0,339.42,flatbed,0.2526,2.4919,rejected,0,2025-05-25T09:04:56
b03517d7-446c-4a6e-b23f-64c1e62d09a8,d2b59fa0-e9a1-45fa-b1ba-99687b008508,0ccbeb23-919d-4006-9796-c0c1a6e7f7ef,89679b05-a213-46cb-b668-e88d98bbb2fd,4.71,0.77,0.66,153,9.13,346.41,43.609744,-79.530634,44.904973,-75.573998,2,31.13,0.51,872.87,-0.05,223.73,flatbed,0.5091,2.5125,accepted,1,2025-05-16T09:04:56
999b4eb9-6489-4929-a67f-32100fa416cb,a4c880ea-396d-4105-a7f5-df14520932ed,e326001b-fec4-4f40-a2d4-d443254c23be,68812db7-4878-4dbd-a0d2-8b8081bf6e3a,4.2,0.47,0.57,102,28.0,2866.99,45.757275,-75.773113,50.664866,-114.22108,3,142.88,0.33,8221.13,0.11,105.17,dry_van,0.2708,2.8665,rejected,0,2025-06-19T09:04:56
a3b7c6c5-6aab-4a4a-b3fc-6e70132e81a5,d8e45935-fe79-45a9-91cb-0783c1486674,5d24af93-1982-44f0-8ba9-0b52e558be3f,ea8a3f78-944c-49ea-920d-3d48840e1228,4.35,0.64,0.54,99,15.17,3331.29,44.445331,-79.504786,49.051476,-123.340603,1,180.0,0.56,8134.42,0.16,207.17,dry_van,0.3452,2.4411,completed,1,2025-11-20T09:04:56
a7925ddc-1dbb-4b03-ae82-acfb973fb27f,00c39a72-8e20-439f-a1a7-63ce71b4dcd1,a1a906de-f7b3-42a7-9cc6-06a33e6156f0,e23c0cf8-375e-4147-abf2-f48b3b2b6a85,3.8,0.49,0.35,50,2.61,2679.42,43.621015,-79.374386,53.82421,-112.958308,1,94.91,0.28,6513.53,0.18,172.52,dry_van,0.1709,2.43,rejected,0,2025-08-31T09:04:56
e2f5a44d-fef2-4742-ba5f-9989a1712ca3,39f5edfc-1111-4200-991f-8093fc53caa7,a91be4bd-b299-4e0f-ba9c-fa67dbbd4359,c61a2c7e-f11d-4313-bc81-3ef6ed6109e1,4.57,0.65,0.51,55,28.0,604.11,46.657688,-70.852821,44.737605,-63.572311,1,3.07,0.71,1386.77,-0.02,261.44,dry_van,0.3279,2.2918,completed,1,2025-09-17T09:04:56
8c3cb9fc-4a7a-420f-b845-17754ca20dea,87ac85bb-2d20-4e6e-bc40-069b15ed4fd6,24a43649-45e7-4737-a51e-2fbc25f3d902,22051ad6-3fe1-4e78-ac39-0759c6758859,3.87,0.52,0.59,108,7.08,3191.48,44.912502,-63.889454,52.19326,-106.53623,1,172.02,0.64,5662.61,-0.16,114.19,dry_van,0.3099,1.7737,completed,1,2025-11-20T09:04:56
18226f0b-d24b-454f-8049-0c1ba94d2348,d7a45bb7-caeb-46be-aaed-f7d967989e66,d97b6d14-f632-42e8-a3f7-6c38f5554a73,bf909ed5-debd-47fc-a39a-789f5ccb1bad,4.39,0.5,0.51,135,5.67,2672.62,50.980533,-114.113945,43.388816,-80.176419,2,136.45,0.65,5438.82,-0.04,45.53,dry_van,0.2545,2.0343,completed,1,2026-01-14T09:04:56
5e8af979-2944-48fc-9d63-f9ff675d19ae,a3fd0f3e-e520-4be6-af95-d4c2544ef145,c6afcff4-9365-4875-bd8d-6036a4799b86,cf79cef1-64fe-4656-9ef0-a26751544421,4.31,0.52,0.61,118,4.33,227.89,45.216274,-73.787781,45.635697,-76.646321,1,27.84,0.46,581.26,0.11,252.51,dry_van,0.3196,2.5395,completed,1,2025-10-04T09:04:56
ec33ef6d-f611-487f-94f2-14b491e2dccf,20d4b6ae-f69c-4ea6-b7b1-4d4851de68fe,39343cb2-49c2-46c1-8844-255ff62edfe8,9dd3340c-1974-413b-8ad9-1ea4bdcd51dd,4.69,0.61,0.65,194,9.1,1891.36,49.763207,-96.765935,48.904857,-122.968353,2,101.72,0.44,6165.47,0.1,175.46,flatbed,0.3927,3.2581,accepted,1,2025-11-09T09:04:56
d1949a0c-9461-4530-9f4b-b686291d4b1d,2d084811-07e1-4e02-a015-dc51413725ae,77448be6-baef-4ce5-9cfd-04accaeb5624,47a4ca97-965d-4872-bbaf-1cc61fd7f5f5,4.92,0.62,0.57,42,9.63,178.48,45.21418,-73.660701,44.896336,-75.88789,2,1.0,0.65,442.35,0.08,213.15,dry_van,0.3493,2.4646,completed,1,2025-05-22T09:04:56
b06893db-541c-47ff-80f6-d650a9798b14,4d25c48c-a22b-40ec-8234-1bbba78a40d6,9e77dd48-cd01-4762-92f7-20ed372bacb2,e1f69635-b22f-4212-b2d9-87c3a3be8abd,4.35,0.58,0.48,207,6.29,1210.03,51.795353,-107.555237,49.038642,-124.119248,1,24.08,0.48,2908.52,0.07,164.52,dry_van,0.2767,2.4017,accepted,1,2026-03-11T09:04:56
8b74208e-69b2-4433-a970-f3da07f919d3,676bcec2-5ece-4cb9-8e92-e3b82604063f,98a4fbb2-ca4d-4967-915a-9c507ee267e4,dd98695d-703e-4837-a722-8622dc7a7ac2,5.0,0.64,0.55,197,6.25,1114.69,51.482036,-113.840255,50.175032,-98.07308,1,50.37,0.87,2015.48,-0.05,144.67,dry_van,0.355,1.8065,completed,1,2025-06-28T09:04:56
1f9dfdd5-3724-4344-a6a2-37b7b9314978,888de087-dd97-4b82-ac16-384107517969,b7b71558-da54-40ec-8952-511b73dfd9b2,cb33c808-29af-4940-be55-8057af496f35,3.65,0.45,0.43,51,17.0,2159.69,52.018422,-106.938887,44.209329,-80.066436,1,114.56,0.42,6614.35,0.11,101.89,flatbed,0.1934,3.0612,cancelled,0,2026-03-24T09:04:56
03a8af30-c8ed-4b59-950e-20e7772ffea4,5fc8e78d-d1e4-4ed9-8952-56429e061a15,4e316892-224c-43e0-a216-6f7015e91fd3,56a40174-f867-4650-b10a-bd09c50b921f,4.16,0.46,0.56,108,14.03,506.15,54.018956,-114.325691,51.667453,-107.867882,1,30.2,0.5,992.76,-0.13,212.61,flatbed,0.2564,1.9575,completed,1,2025-10-08T09:04:56
1c50590c-5112-45dc-9798-0ae559b0e67a,7194430b-78eb-4aea-91b2-c808cf8c92a6,3abb7127-8b43-424b-848e-e173b4b10818,cb8cf317-1109-421f-b82d-c733a3c01c69,4.06,0.48,0.48,103,28.0,929.27,45.709067,-74.3002,44.617086,-62.538188,1,70.1,0.08,2407.12,0.02,301.07,dry_van,0.2303,2.5875,completed,1,2025-09-20T09:04:56
89cebcfe-17b5-4f2f-bdec-0fbcfabd490f,af26bd08-20b5-4649-a0cf-824d3d8a575a,088d4b65-2344-47a0-922c-dabeecd7446a,081e6159-aefb-4dfb-8a84-27ee08c17957,4.21,0.64,0.47,142,13.59,3866.08,46.576879,-70.520619,49.580976,-123.472307,3,180.0,0.53,9493.74,0.04,251.13,dry_van,0.3022,2.455,accepted,1,2025-06-08T09:04:56
25a7dd0f-f55d-4ea6-a25f-ce67177d5991,f3d2ba08-9a0f-4529-b269-e33a27e122ec,de04bf1b-3f3d-4384-a6ee-98477f08bb19,fb882a9b-5da4-437b-8972-8e2fc0b8749f,4.4,0.55,0.54,30,7.31,2411.85,52.356317,-107.23997,45.350289,-75.717324,2,148.62,0.56,5690.81,-0.03,263.02,dry_van,0.2926,2.3585,accepted,1,2025-07-14T09:04:56
8204bbb8-7bc0-4b90-bc8f-052a4b6d8745,b0916a80-fde4-4e14-9e23-3d6820231bbe,ad6b915f-493c-4d01-9e26-1c40009a7bdf,92c73810-409f-4066-82b3-d5e8d736e02f,4.03,0.57,0.51,184,14.35,254.01,50.736771,-114.874582,52.841682,-113.439101,3,6.78,0.44,704.99,-0.12,117.37,reefer,0.2944,2.7646,completed,1,2025-11-09T09:04:56
6e4ea168-6273-4568-aa43-c78db1512041,361e9dc4-9588-42bf-b80a-ce925385158c,31b0e3c7-6b16-4b80-8e5f-f5917e549372,ddaea4ea-fbf9-4351-82a2-160e245fd83b,3.38,0.45,0.48,62,3.81,3725.39,50.606031,-113.909342,44.749958,-63.921856,1,180.0,0.45,6128.53,-0.12,223.27,dry_van,0.2178,1.6446,rejected,0,2025-04-16T09:04:56
63e145a2-fc5a-4c73-8f74-cc766cfdb07c,949e55c3-3c61-43d0-a8aa-ed918332fd6c,a4dfbfd0-e341-4233-9454-05ce39583a9b,c4d2a2e5-ae9b-476c-90f0-0058d42c231b,3.79,0.52,0.44,261,6.7,2856.95,45.548998,-76.323153,51.307288,-114.539237,3,155.59,0.5,10384.36,0.35,194.23,dry_van,0.2277,3.6335,rejected,0,2025-06-06T09:04:56
38b967eb-8dd4-4f68-a886-f054624db6a5,742deafe-302b-4273-b0fa-68b510eadce6,1b8944f7-0f4e-4226-8aea-6a38d43adf99,d0400ad0-97e5-49b4-b797-ff80b3bfe602,4.04,0.45,0.47,84,2.18,1192.16,44.107044,-63.791062,43.764482,-78.692087,2,75.46,0.34,2124.19,-0.12,341.93,dry_van,0.2111,1.7803,completed,1,2025-06-29T09:04:56
3d5f806b-89c5-4ee5-aaa2-20e38e349f61,669c9b8b-4d70-417b-8a76-5015e4fc2131,295d8f52-48b0-4462-800d-8411f92d099a,04c75f52-a38e-4139-9c6c-bd906b8aa7b9,4.16,0.45,0.51,76,8.96,2180.19,52.072066,-106.65609,43.449642,-80.214634,1,48.48,0.5,5129.89,0.25,193.71,dry_van,0.2292,2.3519,completed,1,2025-09-16T09:04:56
e7053f97-0ecd-4556-9553-b56e7d593973,b75a8dc2-37ef-4974-8180-fe02bd452e47,291b62bc-95f3-4f13-a6e1-6358fa10c482,0c1c56fc-4e34-4d39-afcf-460ddca42153,3.98,0.56,0.47,89,28.0,2894.51,53.892713,-114.287756,45.661906,-75.429807,2,180.0,0.53,7814.89,-0.04,213.63,dry_van,0.2639,2.699,accepted,1,2026-02-10T09:04:56
371db638-880c-43f4-b7a3-3c98f5d74148,bb542811-3d3e-4e74-9a49-5e161658632c,4bbcfbee-8861-409b-be95-25cdd527501e,9eb24f00-3ed2-46b0-95e1-ff1d0e26e1a8,4.48,0.58,0.71,155,19.88,200.67,45.541062,-73.096939,45.975742,-75.607627,3,12.46,0.51,599.14,0.04,127.64,dry_van,0.4116,2.9709,completed,1,2026-01-19T09:04:56
2c5c210f-ad97-4a0d-9610-283fe336f325,8a13a4d2-ba85-4935-8604-6bac6e478c3b,e8ff4eba-19ad-4225-8f07-6e6373057989,fb0fff62-cc29-4181-92f4-3cb41a73d591,4.78,0.64,0.59,89,8.98,1816.95,49.536058,-122.702422,49.285068,-97.472563,2,78.49,0.63,5334.5,0.04,154.8,flatbed,0.3785,2.9343,accepted,1,2025-07-09T09:04:56
490f61db-bde3-430c-9fd4-cc9a929b5f02,080fc8f5-0171-4509-a8d5-94102b6e1bd8,24037212-698a-40f6-9cc1-9de0bfd43545,be0d5ed4-2038-482b-8e5a-fb80f08a2a3b,3.57,0.46,0.5,100,13.03,171.78,50.439108,-113.338263,51.918795,-114.046596,2,3.0,0.41,367.6,-0.19,118.73,flatbed,0.2295,2.1276,rejected,0,2026-03-16T09:04:56
bc8b1add-1955-4585-8e27-285d42ef28e1,1f2c3535-d920-4a8b-bd93-35bd94c44ae2,34295fc7-afc2-436b-a471-24b166922dd8,3fe20c98-1f7e-4dce-8dac-5a9f7e4a8529,4.18,0.51,0.54,71,15.98,563.69,46.333824,-70.559407,45.349739,-63.41823,3,40.37,0.48,1777.94,-0.05,64.04,reefer,0.2776,3.1485,completed,1,2025-09-03T09:04:56
e9880323-4ee8-4fda-9317-1f483be9a280,68bf7b9d-0e09-43e6-bf16-6230f0d05a92,9489af04-ad43-4057-9908-c20715e47f21,bd807f61-a936-4456-ba22-8068a7d14f89,4.64,0.62,0.62,87,8.59,266.89,46.067298,-73.112984,46.388384,-76.551687,1,3.74,0.74,687.23,0.18,201.12,dry_van,0.3877,2.5653,completed,1,2025-06-20T09:04:56
e17710c9-8f3b-4e8c-87d3-b271bd43b9c8,e0f58335-bdd3-4727-b785-28ab05ddace5,5e11a666-4473-491e-b5fd-80dafbe9c599,fb6d0d85-1f02-4161-a79e-4374d5730850,4.0,0.51,0.49,68,15.83,2579.58,45.286724,-73.004737,52.066544,-106.985745,2,71.85,0.82,6216.74,-0.2,152.76,flatbed,0.2512,2.409,rejected,0,2025-05-27T09:04:56
06bc8519-10fd-498f-8191-16d3d8795dbe,e340fe94-67bd-4644-be93-3dbabd3df96f,009af00b-bda5-4114-b72f-84e0fa47f3cc,007891d0-032c-4d2b-9bf8-30d50ded8b5b,4.05,0.49,0.49,298,11.64,276.86,45.001032,-73.071789,47.334326,-71.816462,1,3.8,0.56,612.75,0.05,261.1,dry_van,0.2363,2.2052,accepted,1,2025-06-05T09:04:56
acfe0df3-ca89-4c72-b74e-f6e8d00b6d01,14e0e739-34aa-4dec-874c-24163581e50e,5ece6af6-ad25-4db7-88b0-7fe93207ce93,e89cdd4c-e683-4f0e-88ee-ea45abb7e968,5.0,0.6,0.61,101,22.86,667.78,49.413285,-97.320086,52.057395,-105.848589,1,42.77,0.87,1416.56,-0.13,221.09,dry_van,0.3656,2.1181,completed,1,2026-02-04T09:04:56
27f736d9-ac55-4450-92f3-21327f5b3019,48315a48-a4e1-43ff-be6e-1cb6b0fd1772,eb3b52e2-7173-4b3a-abae-f4b971901959,70565cfe-8d35-49d7-b4ea-6e41522120be,4.25,0.45,0.52,67,8.43,3109.94,46.381021,-71.452777,50.795743,-113.809831,2,128.46,0.39,7569.44,-0.16,170.45,reefer,0.2341,2.4332,rejected,0,2026-03-08T09:04:56
4637f2af-4571-4f05-99b9-4e95d0d173d8,55678cd5-5db1-4fc7-baf9-f0bb80bcb63a,c05b2a9b-22a2-4781-8f62-6bf46d1d1e6c,d60d009a-4fba-46c1-9640-eef243fe3cc5,4.98,0.71,0.55,50,15.71,52.26,43.810965,-78.66691,43.342064,-78.622748,3,6.95,1.0,200.0,-0.02,143.64,flatbed,0.3935,3.7552,completed,1,2026-03-18T09:04:56
40c58c86-c387-4715-8e95-7b172d624f7b,70f516f2-2ca7-4839-af32-bb0cb4721112,d925d735-0fa4-4757-b187-ff168ed1cf2b,ee5f928b-faa2-4e44-b190-514faf014ac7,3.72,0.56,0.61,127,9.07,48.11,50.719136,-114.407067,51.139995,-114.566308,1,1.0,0.48,200.0,-0.21,219.59,dry_van,0.3431,4.0725,cancelled,0,2025-10-14T09:04:56
0d316598-b385-4b2f-baf6-c7746bd461f2,b5809dcd-55a8-4cf2-a1d4-39c75c8da219,609755a4-0602-4186-80aa-85c794824e95,edb3f9f7-1c03-4a14-b439-119531afb50a,3.69,0.5,0.35,179,8.62,4200.0,49.807847,-122.689518,44.20495,-63.522197,1,143.0,0.11,11475.56,0.18,88.02,dry_van,0.1756,2.7316,rejected,0,2025-10-29T09:04:56
c392f78a-febd-4cd6-992f-45428300997a,afb1f09d-44c5-4f10-8c9a-b044648327fc,71b905fb-b241-48d7-b06e-69a11071f838,b6dc23a9-9a10-4637-b3ec-bcf846c09746,3.96,0.46,0.53,112,7.58,3658.94,54.139518,-113.106559,44.572015,-63.564364,1,180.0,0.53,6299.23,-0.12,135.35,dry_van,0.2409,1.7211,rejected,0,2025-06-18T09:04:56
